text,aspect,label,
"Don't bother looking at a menu- Shrimp cocktail, steak for 1,2,3, or more, creamed spinach and hash browns, and save room for the pecan pie and cheese cake, and don't forget the SCHLAG!!!!",menu,neutral,TRAINU_03085_001
"Don't bother looking at a menu- Shrimp cocktail, steak for 1,2,3, or more, creamed spinach and hash browns, and save room for the pecan pie and cheese cake, and don't forget the SCHLAG!!!!",food,neutral,TRAINU_03085_002
"We waited in standing at the entrance for 5 mins to get seats due to just slow service, another 10mins to get menu, and then another 10mins to get water bread.",menu,neutral,TRAINU_03086_002
"We waited in standing at the entrance for 5 mins to get seats due to just slow service, another 10mins to get menu, and then another 10mins to get water bread.",food,neutral,TRAINU_03086_003
"great food, even better price, they also have a dj spinning great music, definitely a must try.",food,positive,TRAINU_03087_001
"great food, even better price, they also have a dj spinning great music, definitely a must try.",price,positive,TRAINU_03087_002
"great food, even better price, they also have a dj spinning great music, definitely a must try.",staff,positive,TRAINU_03087_003
"great food, even better price, they also have a dj spinning great music, definitely a must try.",ambience,positive,TRAINU_03087_004
"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",food,negative,TRAINU_03089_001
"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",service,negative,TRAINU_03089_002
"Ok, so the service can be a little spotty, but despite this Cafe Con Leche has good food, and decent prices.",service,negative,TRAINU_03090_001
"Ok, so the service can be a little spotty, but despite this Cafe Con Leche has good food, and decent prices.",food,positive,TRAINU_03090_002
"Ok, so the service can be a little spotty, but despite this Cafe Con Leche has good food, and decent prices.",price,positive,TRAINU_03090_003
"Very cheesy wanna be romantic decor and entertainment, but have some vodka and you want to come right out onto the dance floor and dance the night away to a mix of really bad russian and american disco music.",miscellaneous,negative,TRAINU_03091_002
Service is wonderful- I've sat there for over 3 hours at dinner and never felt rushed to leave.,service,positive,TRAINU_03093_001
Service is wonderful- I've sat there for over 3 hours at dinner and never felt rushed to leave.,food,neutral,TRAINU_03093_002
The rolls are tiny so you have to order more anyway and they will often get your order wrong if you stray from the menu.,menu,neutral,TRAINU_03094_002
"Sit at the bar, order a glass of wine, and grab an appetizer: they'll also bring you olives, parmesan cheese, a huge loaf of delicious bread and 3 dipping sauces.",place,neutral,TRAINU_03095_001
"Sit at the bar, order a glass of wine, and grab an appetizer: they'll also bring you olives, parmesan cheese, a huge loaf of delicious bread and 3 dipping sauces.",food,positive,TRAINU_03095_002
"Though weekend nights and Sunday brunch draw the largest crowds, neighborhood residents master this vegan menu of quinoa-lentil cakes, seitan piccata, and sweet-potato pumpkin pie by popping in daily.",food,neutral,TRAINU_03096_001
"Though weekend nights and Sunday brunch draw the largest crowds, neighborhood residents master this vegan menu of quinoa-lentil cakes, seitan piccata, and sweet-potato pumpkin pie by popping in daily.",menu,neutral,TRAINU_03096_002
"Though weekend nights and Sunday brunch draw the largest crowds, neighborhood residents master this vegan menu of quinoa-lentil cakes, seitan piccata, and sweet-potato pumpkin pie by popping in daily.",miscellaneous,positive,TRAINU_03096_003
"Caravan can be a little slow sometimes, but more than makes up for it in the quality of the food and the care of wait staff.",food,positive,TRAINU_03097_001
"Caravan can be a little slow sometimes, but more than makes up for it in the quality of the food and the care of wait staff.",staff,negative,TRAINU_03097_003
Sure the service isn't the best but the food is tasty and the prices are great.,service,negative,TRAINU_03099_001
Sure the service isn't the best but the food is tasty and the prices are great.,food,positive,TRAINU_03099_002
Sure the service isn't the best but the food is tasty and the prices are great.,price,positive,TRAINU_03099_003
The only downside was the service was slow and our waitress kept forgetting to bring our drinks.,service,negative,TRAINU_03100_001
The only downside was the service was slow and our waitress kept forgetting to bring our drinks.,staff,negative,TRAINU_03100_002
The only downside was the service was slow and our waitress kept forgetting to bring our drinks.,food,neutral,TRAINU_03100_003
The only thing that was a little annoying was that the hostess didnt want to let us finish our first drinks at the bar and kept rushing us to sit down.,staff,negative,TRAINU_03101_001
The only thing that was a little annoying was that the hostess didnt want to let us finish our first drinks at the bar and kept rushing us to sit down.,food,neutral,TRAINU_03101_002
The only thing that was a little annoying was that the hostess didnt want to let us finish our first drinks at the bar and kept rushing us to sit down.,place,neutral,TRAINU_03101_003
"I had to try the sweet tea, which was served in a plastic cup at room temperture.",food,positive,TRAINU_03102_001
"For entrees, the Ground Lamb in Spicy Sauce (can't remember the name on the menu) was perfectly cooked and had just enough kick for the average person.",food,positive,TRAINU_03103_001
"For entrees, the Ground Lamb in Spicy Sauce (can't remember the name on the menu) was perfectly cooked and had just enough kick for the average person.",menu,neutral,TRAINU_03103_002
"The Food Brasserie favorites are prepared by the book: Onion soup gratinee bubbles with a thick layer of Gruyere cheese, and grilled shell steak is served medium-rare, with a side of crisp shoestring potatoes.",food,positive,TRAINU_03104_001
"Frustrated, hand the check back to the server and said 'by the way, never got the dessert and he said i did not realize you wanted dessert'",price,neutral,TRAINU_03105_001
"Frustrated, hand the check back to the server and said 'by the way, never got the dessert and he said i did not realize you wanted dessert'",staff,negative,TRAINU_03105_002
"Its two massive rooms are frequented predominantly by Greeks who chow down on traditional mezze--spinach pie, feta cheese and stuffed grape leaves--and entrees--kebabs, sandwiches and pasta dishes.",place,neutral,TRAINU_03106_001
"Its two massive rooms are frequented predominantly by Greeks who chow down on traditional mezze--spinach pie, feta cheese and stuffed grape leaves--and entrees--kebabs, sandwiches and pasta dishes.",food,positive,TRAINU_03106_002
"Overall, the food makes up for what is missing in the ambience and service.",food,positive,TRAINU_03107_001
